ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-10-21,-0.00469008,-0.8851963950092782,0.9179908592351147,-0.00469008,-0.00469008,0.006854472670763223,0.006854472670763223,0.006854472670763223,0.1640992,0.1640992,0.1640992,-0.15724472732923678,-0.15724472732923678,-0.15724472732923678,0.0,0.0,0.0,0.002164392670763223
2022-10-22,0.00941467,-1.1015864128489998,0.6834016703934921,0.00941467,0.00941467,-0.20736531438511469,-0.20736531438511469,-0.20736531438511469,0.1640992,0.1640992,0.1640992,-0.37146451438511463,-0.37146451438511463,-0.37146451438511463,0.0,0.0,0.0,-0.19795064438511467
2022-10-23,0.02351941999421701,-1.0646446300054784,0.6676742310323515,0.02351941999421701,0.02351941999421701,-0.2216116142167087,-0.2216116142167087,-0.2216116142167087,0.1640992,0.1640992,0.1640992,-0.3857108142167086,-0.3857108142167086,-0.3857108142167086,0.0,0.0,0.0,-0.1980921942224917
2022-10-24,0.037624169989299454,-0.6817060228352287,1.170213381539654,0.037624169989299454,0.037624169989299454,0.16409684703225885,0.16409684703225885,0.16409684703225885,0.1640992,0.1640992,0.1640992,-2.352967741150481e-06,-2.352967741150481e-06,-2.352967741150481e-06,0.0,0.0,0.0,0.2017210170215583
2022-10-25,0.05172891997789127,-0.5502952483819445,1.2976639712627924,0.05172891997789127,0.05172891997789127,0.3498154555880234,0.3498154555880234,0.3498154555880234,0.1640992,0.1640992,0.1640992,0.1857162555880234,0.1857162555880234,0.1857162555880234,0.0,0.0,0.0,0.40154437556591466
2022-10-26,0.06583366996522368,-0.8310458577108767,0.968222842107817,0.06583366996522368,0.06583366996522368,0.03563495330879476,0.03563495330879476,0.03563495330879476,0.1640992,0.1640992,0.1640992,-0.12846424669120524,-0.12846424669120524,-0.12846424669120524,0.0,0.0,0.0,0.10146862327401843
2022-10-27,0.0799384199446346,0.20721928043199042,1.980955899350487,0.0799384199446346,0.0799384199446346,1.0212695999997825,1.0212695999997825,1.0212695999997825,0.1640992,0.1640992,0.1640992,0.8571703999997826,0.8571703999997826,0.8571703999997826,0.0,0.0,0.0,1.1012080199444172
2022-10-28,0.09404316993442657,-0.8353147432487854,0.9453161463434141,0.09404316993442657,0.09404316993442657,0.0068544726693404445,0.0068544726693404445,0.0068544726693404445,0.1640992,0.1640992,0.1640992,-0.15724472733065956,-0.15724472733065956,-0.15724472733065956,0.0,0.0,0.0,0.10089764260376702
2022-10-29,0.10814803141309354,-1.0156612468232666,0.8850754429207286,0.10814803141309354,0.10814803141309354,-0.20736531438573197,-0.20736531438573197,-0.20736531438573197,0.1640992,0.1640992,0.1640992,-0.37146451438573197,-0.37146451438573197,-0.37146451438573197,0.0,0.0,0.0,-0.09921728297263843
2022-10-30,0.12225289289108837,-0.988319084373116,0.8117090212691236,0.12225289289108837,0.12225289289108837,-0.22161161421579464,-0.22161161421579464,-0.22161161421579464,0.1640992,0.1640992,0.1640992,-0.38571081421579456,-0.38571081421579456,-0.38571081421579456,0.0,0.0,0.0,-0.09935872132470627
2022-10-31,0.1363577543692673,-0.5541170068897089,1.191793749395511,0.1363577543692673,0.1363577543692673,0.16409684703402305,0.16409684703402305,0.16409684703402305,0.1640992,0.1640992,0.1640992,-2.352965976953188e-06,-2.352965976953188e-06,-2.352965976953188e-06,0.0,0.0,0.0,0.3004546014032904
2022-11-01,0.15046261584538692,-0.39670047055058677,1.4421951811056133,0.15046261584538692,0.15046261584538692,0.34981545559050353,0.34981545559050353,0.34981545559050353,0.1640992,0.1640992,0.1640992,0.18571625559050361,0.18571625559050361,0.18571625559050361,0.0,0.0,0.0,0.5002780714358904
2022-11-02,0.16456747732114035,-0.6654928239443179,1.1428980965681026,0.16456747732114035,0.16456747732114035,0.03563495330982214,0.03563495330982214,0.03563495330982214,0.1640992,0.1640992,0.1640992,-0.12846424669017786,-0.12846424669017786,-0.12846424669017786,0.0,0.0,0.0,0.2002024306309625
2022-11-03,0.17867233878767153,0.24084027764015523,2.0748147768353875,0.17867233878767153,0.17867233878767153,1.0212695999998165,1.0212695999998165,1.0212695999998165,0.1640992,0.1640992,0.1640992,0.8571703999998166,0.8571703999998166,0.8571703999998166,0.0,0.0,0.0,1.1999419387874881
2022-11-04,0.19277720025157985,-0.6953981932031472,1.1047605525129016,0.19277720025157985,0.19277720025157985,0.006854472670050682,0.006854472670050682,0.006854472670050682,0.1640992,0.1640992,0.1640992,-0.15724472732994932,-0.15724472732994932,-0.15724472732994932,0.0,0.0,0.0,0.19963167292163053
2022-11-05,0.20688206171803922,-0.9336617310785322,0.8416776128972541,0.20688206171803922,0.20688206171803922,-0.20736531438634914,-0.20736531438634914,-0.20736531438634914,0.1640992,0.1640992,0.1640992,-0.3714645143863491,-0.3714645143863491,-0.3714645143863491,0.0,0.0,0.0,-0.00048325266830992475
2022-11-06,0.2209869231932248,-0.83600358225328,0.9044271458528274,0.2209869231932248,0.2209869231932248,-0.2216116142171007,-0.2216116142171007,-0.2216116142171007,0.1640992,0.1640992,0.1640992,-0.3857108142171007,-0.3857108142171007,-0.3857108142171007,0.0,0.0,0.0,-0.0006246910238759118
